id,count
CFCAAFEFC,2
CFCAAFEGF,2
CFCAAFFFD,2
CFCAAGBEJ,2
CFCAAGBIJ,2
CFCAAGEFJ,2
CFCAAGFCI,2
CFCAAGFFD,2
CFCAAGGGH,2
CFCAAGGJE,2
CFCAAGHBF,2
CFCAAGIAC,2
CFCAAGIGE,2
CFCAAGJDB,2
CFCAAHBBH,2
CFCAAHDIH,2
CFCAAHEHD,2
CFCAAHFFE,2
CFCAAHIEI,2
CFCAAHIIH,5
CFCAAHJBJ,4
CFCAAHJDJ,2
CFCAAHJHD,3
CFCAAIABC,3
CFCAAIBFB,2
CFCAAICFI,2
CFCAAIDCH,2
CFCAAIEBD,2
CFCAAIEFI,2
CFCAAIGED,2
CFCAAIGHJ,3
CFCAAIHIH,3
CFCAAIIBA,2
CFCAAIIEE,2
CFCAAIIFE,2
CFCAAIJCC,2
CFCAAIJHD,2
CFCAAJBBH,2
CFCAAJCJA,2
CFCAAJDFG,2
CFCAAJEBF,2
CFCAAJECC,2
CFCAAJEGF,2
CFCAAJFCB,2
CFCAAJFJG,2
CFCAAJGAD,2
CFCAAJGCH,2
CFCAAJGDH,2
CFCAAJGEC,2
CFCAAJHCF,2
CFCAAJIFE,3
CFCAAJJEH,4
CFCAAJJFC,2
CFCAAJJJE,2
CFCABABBD,2
CFCABABFJ,2
CFCABAEED,2
CFCABAEGG,2
CFCABAEII,2
CFCABAEJC,2
CFCABAFHG,2
CFCABAGFE,4
CFCABAHBI,2
CFCABAHCF,2
CFCABAHIA,5
CFCABAICA,2
CFCABAICC,2
CFCABAJEI,2
CFCABBAIB,3
CFCABBBBJ,2
CFCABBBHC,2
CFCABBCAA,2
CFCABBCCA,2
CFCABBCDE,2
CFCABBCHA,2
CFCABBDEG,2
CFCABBDGA,2
CFCABBGDG,2
CFCABBGJG,2
CFCABBHAG,2
CFCABBIED,2
CFCABBJBE,3
CFCABCAHJ,2
CFCABCBCF,2
CFCABCBCJ,2
CFCABCCAE,2
CFCABCCIF,2
CFCABCEAF,2
CFCABCEEH,2
CFCABCEGI,2
CFCABCEHE,2
CFCABCEIC,2
CFCABCGBE,2
CFCABCGHH,2
CFCABCHIE,2
CFCABCIEA,2
CFCABCIEE,4
CFCABCIHA,2
CFCABCIHI,2
CFCABCJAE,4
CFCABCJDJ,2
CFCABDAID,4
CFCABDBDD,2
CFCABDCCA,2
CFCABDDJJ,2
CFCABDEBC,2
CFCABDEGH,2
CFCABDEHB,2
CFCABDFJF,2
CFCABDGFB,2
CFCABDHJB,2
CFCABDJEJ,2
CFCABEACE,2
CFCABEBGE,2
CFCABEBHD,2
CFCABECAB,2
CFCABECFH,2
CFCABECHC,2
CFCABEDFJ,2
CFCABEGFD,2
CFCABEGFJ,2
CFCABEIBF,2
CFCABEIED,2
CFCABEIEG,2
CFCABFAIF,2
CFCABFBCG,2
CFCABFDJF,2
CFCABFHAE,2
CFCABFHJI,2
CFCABGABF,2
CFCABGADF,2
CFCABGAHJ,2
CFCABGBIH,2
CFCABGCEA,2
CFCABGCGH,2
CFCABGCJA,2
CFCABGCJE,4
CFCABGDCI,2
CFCABGDCJ,2
CFCABGDEH,3
CFCABGDGE,2
CFCABGDJJ,2
CFCABGEAG,2
CFCABGEEC,2
CFCABGEEE,2
CFCABGEJG,2
CFCABGGHF,2
CFCABHBAG,2
CFCABHCBA,2
CFCABHCHH,2
CFCABHCIC,2
CFCABHCIE,4
CFCABHDDH,2
CFCABHEHC,2
CFCABHFHB,2
CFCABHFIB,2
CFCABHGCG,3
CFCABHIBH,2
CFCABHIBI,2
CFCABIBCJ,2
CFCABIDBD,2
CFCABIECA,2
CFCABIEJG,2
CFCABIGCA,2
CFCABIHBE,2
CFCABIHEG,2
CFCABIIDC,2
CFCABIJFI,2
CFCABJCAH,2
CFCABJFDB,2
CFCABJGDE,2
CFCABJGIC,2
CFCABJGJC,2
CFCABJHEA,2
CFCABJIHA,2
CFCABJJAG,2
CFCABJJIJ,2
CFCACAAEG,2
CFCACAAID,2
CFCACABGE,2
CFCACACFJ,2
CFCACADAA,2
CFCACADEG,2
CFCACAECE,2
CFCACAEGB,2
CFCACAGJB,2
CFCACAHGC,4
CFCACAIAB,2
CFCACBAGI,2
CFCACBAHJ,2
CFCACBBJC,2
CFCACBCAC,2
CFCACBCCE,2
CFCACBCDE,2
CFCACBEHF,2
CFCACBFDE,4
CFCACBGAI,4
CFCACBGJC,2
CFCACBGJI,2
CFCACBJDA,2
CFCACCBAC,2
CFCACCBED,2
CFCACCCCI,2
CFCACCDAG,2
CFCACCDHF,2
CFCACCDJI,2
CFCACCEAI,2
CFCACCGFA,2
CFCACCHCI,3
CFCACCHDE,2
CFCACCHDH,2
CFCACDCGC,2
CFCACDCIG,2
CFCACDDBE,2
CFCACDDCA,2
CFCACDDCF,2
CFCACDDGA,2
CFCACDEAD,2
CFCACDGBJ,2
CFCACDHDI,2
CFCACDHFC,2
CFCACDHID,2
CFCACDJGF,2
CFCACEBGC,2
CFCACEJHG,2
CFCACEJIA,2
CFCACFBGC,2
CFCACFBJG,2
CFCACFCBG,2
CFCACFDBA,2
CFCACFDBE,2
CFCACFDIJ,2
CFCACFFDH,2
CFCACFFJF,2
CFCACGBJI,2
CFCACGDFH,2
CFCACGECJ,2
CFCACGFHB,2
CFCACGGEA,2
CFCACGGFE,2
CFCACGHIE,2
CFCACGIAD,2
CFCACHBFF,2
CFCACHBHD,2
CFCACHCJA,2
CFCACHDDA,2
CFCACHDDC,2
CFCACHEGG,2
CFCACHFBB,2
CFCACHGBI,2
CFCACHHGJ,2
CFCACHHHH,2
CFCACHJFF,2
CFCACHJHG,2
CFCACIABH,2
CFCACIAJC,2
CFCACIBGH,2
CFCACICHF,2
CFCACIEHI,2
CFCACIEHJ,2
CFCACIFBH,2
CFCACIFGD,2
CFCACIFHD,2
CFCACIGCG,2
CFCACIGEI,2
CFCACJFIJ,2
CFCACJGAD,2
CFCACJGBJ,3
CFCACJHEJ,2
CFCACJJAE,2
CFCACJJFD,2
CFCACJJGG,2
CFCACJJID,2
CFCADAADB,2
CFCADAEHD,2
CFCADAEIE,2
CFCADAFBC,2
CFCADAGEF,2
CFCADAGFD,2
CFCADAHJH,2
CFCADBAFH,2
CFCADBAGD,2
CFCADBGFD,2
CFCADBHDF,2
CFCADCAIJ,2
CFCADCCGC,2
CFCADCDEB,2
CFCADCDGH,4
CFCADCDHA,2
CFCADCEED,2
CFCADCEFC,2
CFCADCEJA,2
CFCADCFAA,2
CFCADCFCJ,4
CFCADCFEB,2
CFCADCFFC,2
CFCADCFHG,2
CFCADCGGC,2
CFCADCGIG,2
CFCADCHAF,2
CFCADCIAB,2
CFCADCIDH,2
CFCADCJDH,4
CFCADDBEA,2
CFCADDCHH,2
CFCADDCIJ,2
CFCADDCJH,2
CFCADDDCG,2
CFCADDDDE,2
CFCADDDJC,2
CFCADDEGC,2
CFCADDEIA,3
CFCADDFFG,2
CFCADDGCE,2
CFCADDGDF,2
CFCADDGGC,2
CFCADDGHG,2
CFCADDHAI,2
CFCADDHFJ,2
CFCADDHJE,2
CFCADDJJE,2
CFCADEAAJ,2
CFCADEACA,2
CFCADEACC,2
CFCADECAG,2
CFCADECFG,2
CFCADECGF,2
CFCADEDBB,2
CFCADEEED,2
CFCADEFFG,3
CFCADEGDE,2
CFCADEJJA,2
CFCADFCBA,2
CFCADFDII,2
CFCADFEAH,4
CFCADFGAG,2
CFCADFGCB,2
CFCADFGFE,2
CFCADFIJD,2
CFCADFJED,2
CFCADGADI,2
CFCADGAFI,2
CFCADGAGD,2
CFCADGBHG,2
CFCADGCCB,2
CFCADGCCC,2
CFCADGDFC,2
CFCADGEFH,2
CFCADGFJF,2
CFCADGHEB,2
CFCADHCFC,2
CFCADHCIJ,2
CFCADHDBC,3
CFCADHDBH,2
CFCADHDJB,4
CFCADHEAD,2
CFCADHEDJ,2
CFCADHEFE,3
CFCADHEHD,2
CFCADHEHF,2
CFCADHFDF,4
CFCADHFGA,2
CFCADHFHB,4
CFCADHHAI,2
CFCADHHDI,2
CFCADHHEB,2
CFCADHJHB,2
CFCADIBHH,2
CFCADICAF,2
CFCADICGA,2
CFCADIDAA,2
CFCADIDCG,2
CFCADIDHE,2
CFCADIFHD,2
CFCADIGAH,2
CFCADIGBI,2
CFCADIGEJ,2
CFCADIGID,2
CFCADIIAE,2
CFCADIIAG,2
CFCADIJJG,2
CFCADJABB,2
CFCADJBAD,2
CFCADJDCG,2
CFCADJDFA,2
CFCADJDHC,2
CFCADJEEA,2
CFCADJFCJ,2
CFCADJGHG,2
CFCADJHDI,2
CFCADJJFD,2
CFCADJJHF,2
CFCAEAAID,2
CFCAEABFI,2
CFCAEABGJ,2
CFCAEADCH,2
CFCAEADFC,2
CFCAEAFBF,2
CFCAEAFJH,2
CFCAEAHAH,2
CFCAEAHJD,2
CFCAEAICI,2
CFCAEAIGD,2
CFCAEAIIB,2
CFCAEAJFE,2
CFCAEAJIC,3
CFCAEBAEJ,2
CFCAEBBAB,2
CFCAEBBCH,2
CFCAEBCAD,2
CFCAEBEEI,2
CFCAEBEJH,3
CFCAEBFDG,3
CFCAEBFJH,2
CFCAEBGJC,2
CFCAEBIBB,2
CFCAEBIBF,2
CFCAEBJEE,2
CFCAEBJGC,2
CFCAECBIC,2
CFCAECCHD,2
CFCAECCIG,2
CFCAECDFF,4
CFCAECECD,2
CFCAECFGH,4
CFCAECGDH,2
CFCAECGIA,2
CFCAECGJH,2
CFCAECHID,2
CFCAECJIE,2
CFCAEDAEB,2
CFCAEDAFD,2
CFCAEDBBG,2
CFCAEDCBJ,2
CFCAEDDFG,2
CFCAEDEGI,2
CFCAEDHEI,2
CFCAEDIEJ,2
CFCAEDJDJ,2
CFCAEEJIB,3
CFCAEEJIF,2
CFCAEFAHI,2
CFCAEFBAG,4
CFCAEFBBC,2
CFCAEFBJA,2
CFCAEFDCJ,2
CFCAEGCFF,4
CFCAEGCJJ,2
CFCAEGEAJ,2
CFCAEGEDG,2
CFCAEGGFA,2
CFCAEGGHG,2
CFCAEGGJB,2
CFCAEGIJH,2
CFCAEHABC,2
CFCAEHBCB,2
CFCAEHBEC,2
CFCAEHECB,2
CFCAEHEIJ,2
CFCAEHFDB,2
CFCAEHFJH,2
CFCAEHGCB,2
CFCAEHGHC,2
CFCAEHHFA,2
CFCAEHHJI,2
CFCAEHIIH,2
CFCAEHJBH,2
CFCAEIBFJ,2
CFCAEIDBI,2
CFCAEIGFG,2
CFCAEIGJA,2
CFCAEIHFA,2
CFCAEIICG,2
CFCAEJACB,2
CFCAEJAEG,2
CFCAEJBED,4
CFCAEJBIC,4
CFCAEJCGE,2
CFCAEJDJA,2
CFCAEJECE,2
CFCAEJEGA,2
CFCAEJFGJ,4
CFCAEJFJA,2
CFCAEJGHF,2
CFCAEJGII,2
CFCAEJHJF,3
CFCAEJIIJ,2
CFCAEJJBB,2
CFCAEJJHB,2
CFCAFABEG,2
CFCAFABFC,2
CFCAFABIJ,2
CFCAFABJC,2
CFCAFACCB,2
CFCAFACDJ,2
CFCAFACED,2
CFCAFACFC,2
CFCAFADAB,2
CFCAFADBA,2
CFCAFADBB,2
CFCAFAEDI,2
CFCAFAFDB,2
CFCAFAFHA,2
CFCAFAGDG,2
CFCAFAGEG,2
CFCAFAGJE,2
CFCAFAGJJ,2
CFCAFAIBI,2
CFCAFAIFG,2
CFCAFAJBE,2
CFCAFAJHI,2
CFCAFBADD,2
CFCAFBAHC,2
CFCAFBBAH,2
CFCAFBBEF,2
CFCAFBCBF,2
CFCAFBCCH,2
CFCAFBDCF,2
CFCAFBEDH,2
CFCAFBEEH,2
CFCAFBEFA,2
CFCAFBFCJ,2
CFCAFBGBI,2
CFCAFBHHA,2
CFCAFBIGD,2
CFCAFBJGD,2
CFCAFCAAC,2
CFCAFCAGA,2
CFCAFCBDG,2
CFCAFCBJA,4
CFCAFCBJB,2
CFCAFCBJF,2
CFCAFCDCH,2
CFCAFCEEG,3
CFCAFCFBC,2
CFCAFCFFI,4
CFCAFCGGI,2
CFCAFCGID,2
CFCAFCHDG,3
CFCAFCHIA,2
CFCAFCIGB,2
CFCAFCJBI,2
CFCAFCJDE,2
CFCAFDCAJ,2
CFCAFDCHI,2
CFCAFDCJH,3
CFCAFDDID,2
CFCAFDECG,2
CFCAFDEHH,2
CFCAFDEJF,2
CFCAFDFDA,2
CFCAFDFEI,2
CFCAFDGDB,2
CFCAFDHGA,2
CFCAFDJEA,2
CFCAFEAAG,2
CFCAFECBB,2
CFCAFECGB,3
CFCAFECHJ,2
CFCAFEDFC,2
CFCAFEDJG,3
CFCAFEEDI,2
CFCAFEFGD,2
CFCAFEGGC,2
CFCAFEGIE,2
CFCAFEHBG,2
CFCAFEHGF,4
CFCAFEHJC,2
CFCAFEICJ,2
CFCAFEJFJ,2
CFCAFFAAC,2
CFCAFFABH,2
CFCAFFAEA,2
CFCAFFAEH,2
CFCAFFAIB,2
CFCAFFBCJ,2
CFCAFFBFI,2
CFCAFFBHB,2
CFCAFFCBA,2
CFCAFFCCA,4
CFCAFFCII,2
CFCAFFDIE,2
CFCAFFEEB,6
CFCAFFEHE,2
CFCAFFEHJ,2
CFCAFFFDG,2
CFCAFFFGH,2
CFCAFFFJA,2
CFCAFFGAB,2
CFCAFFGDF,2
CFCAFFGDH,2
CFCAFFGHI,4
CFCAFFHAH,2
CFCAFFHAJ,2
CFCAFFHDB,2
CFCAFFHEC,2
CFCAFFHFF,2
CFCAFFJBB,2
CFCAFGAFA,2
CFCAFGBAJ,4
CFCAFGBBF,2
CFCAFGBDH,2
CFCAFGBFH,2
CFCAFGBHG,2
CFCAFGBJG,4
CFCAFGDCB,4
CFCAFGDIC,2
CFCAFGEEC,2
CFCAFGGJD,2
CFCAFGHID,2
CFCAFGIDF,2
CFCAFGJIC,2
CFCAFHABE,2
CFCAFHAED,2
CFCAFHAGC,2
CFCAFHAIG,2
CFCAFHBCH,2
CFCAFHBEC,2
CFCAFHCBF,2
CFCAFHCEB,2
CFCAFHCFD,2
CFCAFHCFE,2
CFCAFHDJD,2
CFCAFHDJH,3
CFCAFHEIJ,2
CFCAFHHAC,2
CFCAFHHIH,2
CFCAFIAAE,2
CFCAFIABC,2
CFCAFIBFE,2
CFCAFICEC,2
CFCAFICFA,2
CFCAFICFE,2
CFCAFIDFE,2
CFCAFIEFE,3
CFCAFIEGB,2
CFCAFIFFB,2
CFCAFIGFC,2
CFCAFIHGI,2
CFCAFIHJA,2
CFCAFIHJB,2
CFCAFIIHB,2
CFCAFIJDF,2
CFCAFJBDC,2
CFCAFJDFA,2
CFCAFJEHF,2
CFCAFJFDB,2
CFCAFJFIH,2
CFCAFJFJD,2
CFCAFJGDJ,2
CFCAFJGFA,2
CFCAFJGIG,4
CFCAFJHJE,2
CFCAFJJDC,2
CFCAGAAIB,2
CFCAGABFE,2
CFCAGACCD,2
CFCAGACDE,3
CFCAGAECD,2
CFCAGAFDD,2
CFCAGAHAJ,2
CFCAGAHBD,2
CFCAGAHDF,2
CFCAGAHJG,2
CFCAGBACH,2
CFCAGBFAG,2
CFCAGBHDF,2
CFCAGBHEA,2
CFCAGCAAE,2
CFCAGCAED,2
CFCAGCBAI,2
CFCAGCBCG,2
CFCAGCCDE,2
CFCAGCCGF,2
CFCAGCDDD,2
CFCAGCDGI,2
CFCAGCDGJ,2
CFCAGCDJD,2
CFCAGCEJF,2
CFCAGCFFD,2
CFCAGCFFG,2
CFCAGCFFI,2
CFCAGCIAB,4
CFCAGCICB,2
CFCAGCICI,2
CFCAGCIEH,2
CFCAGCIHJ,2
CFCAGCJHB,2
CFCAGCJIH,2
CFCAGDADI,2
CFCAGDCAE,2
CFCAGDCAH,2
CFCAGDDGF,2
CFCAGDFHI,2
CFCAGDFIG,2
CFCAGDGDB,2
CFCAGDGHF,2
CFCAGDHGF,2
CFCAGDJAA,2
CFCAGDJCF,2
CFCAGEAHH,2
CFCAGEBJD,2
CFCAGEBJH,2
CFCAGECDD,2
CFCAGEEHI,2
CFCAGEFFB,2
CFCAGEGGE,2
CFCAGEHAE,2
CFCAGEHJI,2
CFCAGEIAB,2
CFCAGEIGB,2
CFCAGFEHC,2
CFCAGFHDE,4
CFCAGFIHJ,2
CFCAGFJAE,2
CFCAGFJGJ,2
CFCAGFJHD,2
CFCAGGABB,2
CFCAGGDIC,2
CFCAGGFID,2
CFCAGGGEC,4
CFCAGGGFJ,2
CFCAGGGJE,2
CFCAGGHAD,2
CFCAGGJGD,3
CFCAGHAIC,2
CFCAGHCDC,2
CFCAGHDEB,2
CFCAGHDGJ,2
CFCAGHECC,4
CFCAGHFBI,2
CFCAGHHAI,3
CFCAGIBJF,2
CFCAGIFCD,2
CFCAGIHAA,2
CFCAGIHBJ,4
CFCAGIHDE,2
CFCAGJBBE,2
CFCAGJCBD,2
CFCAGJCIF,2
CFCAGJDCC,2
CFCAGJDDB,2
CFCAGJEBA,3
CFCAGJGAG,2
CFCAGJGBB,2
CFCAGJGIE,2
CFCAGJIGC,2
CFCAGJJBJ,2
CFCAGJJHD,2
CFCAHACCA,6
CFCAHADHI,2
CFCAHAGBA,2
CFCAHAGGI,2
CFCAHAGHG,2
CFCAHAHDF,2
CFCAHAHEB,2
CFCAHAIFB,2
CFCAHBAIE,2
CFCAHBCBF,4
CFCAHBCJC,2
CFCAHBDGA,2
CFCAHBDHC,2
CFCAHBGAC,2
CFCAHBGDA,3
CFCAHBHEJ,2
CFCAHBHFG,2
CFCAHBHHB,2
CFCAHBHHH,2
CFCAHBIIJ,2
CFCAHBJEC,2
CFCAHCACI,2
CFCAHCBCI,2
CFCAHCDAC,2
CFCAHCDAH,2
CFCAHCDFD,2
CFCAHCDFH,2
CFCAHCDIH,2
CFCAHCEAI,2
CFCAHCEDH,2
CFCAHCGCA,2
CFCAHCGGD,4
CFCAHCHGG,2
CFCAHCIBC,2
CFCAHCJBJ,2
CFCAHDCFG,2
CFCAHDECG,2
CFCAHDEFF,2
CFCAHDGEB,2
CFCAHDGFH,2
CFCAHDIEE,2
CFCAHDJHD,2
CFCAHEAEE,2
CFCAHEAFB,2
CFCAHEBCI,2
CFCAHEBEG,2
CFCAHECJF,2
CFCAHEDFF,2
CFCAHEDGA,2
CFCAHEDJF,2
CFCAHEECC,2
CFCAHEFAD,2
CFCAHEGDE,2
CFCAHEGEF,3
CFCAHEHAG,4
CFCAHFACI,2
CFCAHFAII,2
CFCAHFAJF,2
CFCAHFCAB,3
CFCAHFCBB,2
CFCAHFCCA,2
CFCAHFCCD,2
CFCAHFDHJ,2
CFCAHFDIA,2
CFCAHFDJE,2
CFCAHFECF,2
CFCAHFEHD,2
CFCAHFEJA,2
CFCAHFFIE,2
CFCAHFGFA,2
CFCAHFGIE,4
CFCAHFICD,2
CFCAHFIEA,2
CFCAHFIHH,2
CFCAHFIIF,2
CFCAHFJCA,2
CFCAHFJCF,2
CFCAHGAHI,2
CFCAHGBHC,2
CFCAHGBIE,2
CFCAHGCBD,2
CFCAHGCHJ,2
CFCAHGDGA,2
CFCAHGFBH,2
CFCAHGFHG,2
CFCAHGGFG,2
CFCAHGIBD,2
CFCAHGIFI,4
CFCAHGJED,2
CFCAHHBJI,2
CFCAHHEDJ,2
CFCAHHFBI,2
CFCAHHFEH,2
CFCAHHHGF,2
CFCAHHHJI,2
CFCAHHIDH,3
CFCAHHIGH,2
CFCAHHIIH,2
CFCAHIABA,2
CFCAHIADH,2
CFCAHIAFA,2
CFCAHIAFB,2
CFCAHIAIF,2
CFCAHIBEA,2
CFCAHIBIJ,2
CFCAHIDIA,4
CFCAHIEFD,2
CFCAHIEHA,2
CFCAHIGBJ,2
CFCAHIGGB,2
CFCAHIJHG,2
CFCAHJAGC,2
CFCAHJBAJ,2
CFCAHJCDE,2
CFCAHJCEC,2
CFCAHJDJD,2
CFCAHJEEC,2
CFCAHJGHI,2
CFCAHJIBC,2
CFCAHJIJH,2
CFCAHJJFH,2
CFCAIAAJA,2
CFCAIABAB,2
CFCAIABIF,2
CFCAIACCE,2
CFCAIADGH,2
CFCAIAEJD,2
CFCAIAFCJ,2
CFCAIAFIH,4
CFCAIAHEF,2
CFCAIAHJA,2
CFCAIAIFG,2
CFCAIAJFI,2
CFCAIAJGJ,2
CFCAIBCHD,2
CFCAIBDCG,2
CFCAIBDHJ,2
CFCAIBEBD,2
CFCAIBHBG,2
CFCAIBHGG,2
CFCAIBHHF,4
CFCAIBIDC,2
CFCAICCAJ,2
CFCAICECH,2
CFCAICEGI,2
CFCAICFBD,4
CFCAICGFD,2
CFCAICGJJ,3
CFCAICHCH,2
CFCAICICE,2
CFCAICIII,2
CFCAIDAAE,2
CFCAIDABE,2
CFCAIDAGE,2
CFCAIDBBF,2
CFCAIDCFG,2
CFCAIDCIF,2
CFCAIDDIC,2
CFCAIDEFG,2
CFCAIDGCJ,2
CFCAIDGDF,2
CFCAIDGDG,2
CFCAIDGHD,2
CFCAIDHCH,2
CFCAIDHHJ,2
CFCAIDIBH,2
CFCAIDICA,2
CFCAIDIGG,3
CFCAIDJIB,2
CFCAIEAAF,2
CFCAIEBJJ,2
CFCAIEHAH,2
CFCAIEIGB,2
CFCAIEJAH,2
CFCAIEJCE,2
CFCAIEJJG,2
CFCAIFDJJ,2
CFCAIFFAC,2
CFCAIFGCJ,2
CFCAIFGJC,2
CFCAIFHJF,2
CFCAIFJEB,2
CFCAIGCCI,2
CFCAIGCJI,2
CFCAIGDEC,2
CFCAIGDGJ,2
CFCAIGHIF,2
CFCAIGIDC,2
CFCAIGJIA,2
CFCAIGJJA,2
CFCAIHABJ,2
CFCAIHBCD,2
CFCAIHBIF,2
CFCAIHDCG,2
CFCAIHDGB,2
CFCAIHECC,2
CFCAIHGFJ,2
CFCAIHGIF,2
CFCAIHGIG,2
CFCAIHHEA,2
CFCAIHICH,2
CFCAIHJBC,2
CFCAIICGJ,2
CFCAIIEBF,2
CFCAIIEEE,4
CFCAIIFDB,2
CFCAIIHEC,2
CFCAIJAFG,2
CFCAIJAGE,2
CFCAIJBAE,2
CFCAIJBEI,2
CFCAIJCEB,2
CFCAIJCII,2
CFCAIJECE,2
CFCAIJGCA,2
CFCAIJGDD,2
CFCAIJGJE,2
CFCAIJHEJ,2
CFCAIJHGC,2
CFCAIJIDJ,2
CFCAIJIFJ,2
CFCAIJIJI,2
CFCAJABIB,2
CFCAJAEBI,2
CFCAJAECB,2
CFCAJAECE,2
CFCAJAEEC,2
CFCAJAEEI,2
CFCAJAEHD,2
CFCAJAEHJ,2
CFCAJAGJG,2
CFCAJBAEI,2
CFCAJBBEJ,2
CFCAJBCIA,2
CFCAJBDHF,2
CFCAJBIGC,2
CFCAJBIIG,2
CFCAJBIJD,2
CFCAJCAAG,2
CFCAJCAHH,3
CFCAJCBCA,2
CFCAJCCFJ,4
CFCAJCDCF,2
CFCAJCDDI,2
CFCAJCEEA,2
CFCAJCEJA,3
CFCAJCGAA,2
CFCAJCGAB,2
CFCAJCGBA,2
CFCAJCHHJ,2
CFCAJCIAJ,2
CFCAJCJCE,2
CFCAJCJDI,2
CFCAJDAAH,2
CFCAJDADJ,2
CFCAJDBBC,2
CFCAJDBEF,2
CFCAJDBHC,2
CFCAJDDFE,2
CFCAJDEBA,2
CFCAJDEHB,2
CFCAJDEIH,2
CFCAJDFAC,4
CFCAJDFCF,2
CFCAJDGCE,2
CFCAJDGFC,2
CFCAJDGID,2
CFCAJDHCG,2
CFCAJDHGF,2
CFCAJDIIC,3
CFCAJDJFJ,2
CFCAJDJGA,2
CFCAJECEF,2
CFCAJECFE,2
CFCAJEDCD,2
CFCAJEEBD,2
CFCAJEEBF,2
CFCAJEEGJ,2
CFCAJEEHD,2
CFCAJEFBC,2
CFCAJEGFH,2
CFCAJEHBE,2
CFCAJEHFA,2
CFCAJFDAB,2
CFCAJFDDF,2
CFCAJFDEA,2
CFCAJFDEI,2
CFCAJFDJD,2
CFCAJFEAC,3
CFCAJFEDE,2
CFCAJFFIA,2
CFCAJGBBH,2
CFCAJGBHE,2
CFCAJGCBD,2
CFCAJGDAF,2
CFCAJGDBE,2
CFCAJGDED,2
CFCAJGEBF,2
CFCAJGECB,2
CFCAJGHED,2
CFCAJGHFF,2
CFCAJGIEG,2
CFCAJGJHC,4
CFCAJHBDE,2
CFCAJHCEA,2
CFCAJHGAG,2
CFCAJHHBA,2
CFCAJIBFJ,2
CFCAJIBJF,2
CFCAJICEC,4
CFCAJICED,4
CFCAJIDDC,4
CFCAJIDHE,2
CFCAJIDHF,2
CFCAJIEHD,4
CFCAJIGED,2
CFCAJIGFG,2
CFCAJIGIH,2
CFCAJIHCF,3
CFCAJIHGF,2
CFCAJIIDB,2
CFCAJIJBF,2
CFCAJJAGA,2
CFCAJJAGG,2
CFCAJJAHH,2
CFCAJJBFJ,3
CFCAJJBHB,2
CFCAJJEII,2
CFCAJJFDB,2
CFCAJJGDI,2
CFCAJJHBG,2
CFCAJJJHC,2
CFCBAAACC,2
CFCBAADCD,2
CFCBAAEED,2
CFCBAAGCD,2
CFCBAAHIE,2
CFCBAAIBF,2
CFCBAAIGC,2
CFCBABBHE,2
CFCBABCGG,2
CFCBABCJF,2
CFCBABDEI,2
CFCBABFAA,2
CFCBABFAH,2
CFCBABFBA,2
CFCBABFBF,2
CFCBABFFD,2
CFCBABFGH,2
CFCBABGEA,2
CFCBABGGA,2
CFCBABGHJ,2
CFCBABHHD,2
CFCBABIHB,2
CFCBABJIA,2
CFCBACAGE,2
CFCBACBBG,2
CFCBACDIE,2
CFCBACGFB,2
CFCBACGHB,2
CFCBACGHE,3
CFCBACGJA,2
CFCBACIHF,2
CFCBADABC,2
CFCBADBFG,2
CFCBADBIF,3
CFCBADBJG,2
CFCBADDDE,2
CFCBADEBG,2
CFCBADEGG,2
CFCBADFCH,2
CFCBADFDB,2
CFCBADFHB,2
CFCBADGBE,5
CFCBADHJF,3
CFCBADICC,2
CFCBAEDHD,2
CFCBAEDID,2
CFCBAEDJB,3
CFCBAEDJE,2
CFCBAEFDE,2
CFCBAEGCA,3
CFCBAEHAD,2
CFCBAEHAJ,2
CFCBAEJAG,3
CFCBAEJJG,2
CFCBAFAEA,2
CFCBAFAHF,2
CFCBAFBIA,2
CFCBAFCEH,2
CFCBAFGAI,2
CFCBAGBEI,2
CFCBAGBFC,2
CFCBAGCDB,2
CFCBAGDCA,2
CFCBAGDEI,2
CFCBAGDGC,5
CFCBAGDHE,2
CFCBAGDJA,2
CFCBAGEEA,2
CFCBAGEGD,2
CFCBAGEIE,2
CFCBAGEJE,4
CFCBAGFBC,2
CFCBAGFBE,2
CFCBAGFBH,2
CFCBAGFBI,2
CFCBAGFCG,2
CFCBAGFCH,2
CFCBAGFGJ,2
CFCBAGGBG,2
CFCBAGIIB,3
CFCBAGJGI,2
CFCBAHABI,2
CFCBAHCFD,2
CFCBAHDBF,2
CFCBAHDJH,2
CFCBAHJCE,2
CFCBAHJEC,2
CFCBAHJJI,4
CFCBAJBHC,2
CFCBAJDDF,2
CFCBAJDFI,2
CFCBAJEBF,2
CFCBAJEHC,2
CFCBAJGEI,2
CFCBAJGFG,2
CFCBAJGHA,2
CFCBAJHIC,2
CFCBAJJCB,2
CFCBBAFCE,4
CFCBBAIIC,2
CFCBBBADJ,2
CFCBBBDAE,2
CFCBBBEFG,2
CFCBBBFCA,2
CFCBBBFDG,2
CFCBBBGBA,2
CFCBBBGBB,2
CFCBBBHHF,2
CFCBBBICH,2
CFCBBCBFI,2
CFCBBCCGC,4
CFCBBCCIA,2
CFCBBCFFI,2
CFCBBCGHF,2
CFCBBCIAE,2
CFCBBCJCB,2
CFCBBDBAC,2
CFCBBDBJE,4
CFCBBDFDI,2
CFCBBDFGH,2
CFCBBDGJI,3
